features,label
"[-3.94641571e+02  8.16409149e+01 -1.28488073e+01  7.40844202e+00
 -2.32389975e+00  1.04328907e+00 -1.53519936e+01 -6.33867693e+00
 -1.01549578e+01 -8.76825571e-01 -9.67396832e+00 -1.86052012e+00
 -4.94453239e+00 -1.66955054e+00  1.21669844e-01 -4.78760719e+00
 -3.96679020e+00  2.31982732e+00 -6.65482044e+00 -2.49861062e-01
 -6.69327211e+00 -3.40791130e+00 -2.17783856e+00  3.80983543e+00
 -8.70575309e-01  2.69648385e+00 -2.70039368e+00  1.83486140e+00
  1.20843155e-02  5.21916056e+00  1.89440465e+00  6.95860195e+00
  8.12917173e-01  1.30753160e+00  1.63447106e+00  2.68487424e-01
  2.23058963e+00  2.51770210e+00  2.67770314e+00  3.91723895e+00]",disgust
"[-4.14988770e+02  9.20686493e+01 -4.28779030e+00  4.77407217e-01
 -1.00172167e+01  5.34977484e+00 -3.85056663e+00 -1.59424038e+01
 -1.03098512e+00  7.22122490e-01 -5.44974279e+00  3.10787439e+00
 -7.42307949e+00 -1.90010452e+00 -1.92672122e+00 -4.80766678e+00
  8.30065370e-01  1.36645257e+00 -5.20937729e+00 -1.28104091e+00
 -5.37653303e+00 -3.16646504e+00 -2.46879220e+00  3.54996467e+00
 -1.33130491e-01  4.84347248e+00 -1.79560661e+00  3.24516821e+00
 -1.14761285e-01  3.79346085e+00 -1.60150975e-01  3.08615541e+00
 -2.28958392e+00 -4.60207254e-01  1.29716909e+00  3.41452909e+00
  6.84385967e+00  4.82985735e+00  3.62695146e+00  6.74229765e+00]",disgust
"[-4.3158701e+02  4.8830227e+01  1.3016539e+01  2.1371424e+01
 -2.9749758e+00 -5.8851385e+00 -6.5453730e+00 -1.1989894e+01
 -1.1120719e+01 -1.4721615e+00 -9.6806641e+00  7.6335440e+00
 -7.4695635e+00  9.5657206e-01 -2.1399851e+00 -4.9928470e+00
  2.4145679e+00 -1.7960027e+00 -7.3885212e+00  4.4683483e-01
 -7.1361971e+00 -4.1324788e-01 -2.8014662e+00  3.4718137e+00
 -8.3182913e-01  3.3285966e+00  1.6466246e+00  4.4402866e+00
  2.9371452e+00  5.4881744e+00  4.6971762e-01  5.8176970e+00
  7.3443741e-01  3.7397952e+00  2.5346205e+00  3.0172074e+00
  2.5063899e+00  2.2062128e+00  1.1612501e+00  3.3441281e+00]",disgust
"[-3.9806049e+02  8.3076141e+01 -1.5392134e+01  9.5717278e+00
 -7.3313699e+00  1.9053620e+00 -5.5140095e+00 -1.2857593e+01
 -1.0354691e+01  3.0218689e+00 -1.0870343e+01  1.5620043e+00
 -5.7969303e+00 -7.6805437e-01  1.0514710e+00 -5.3374691e+00
 -2.7626936e+00  7.9200405e-01 -8.6092653e+00  7.9851103e-01
 -4.9890528e+00 -3.0668046e+00 -2.7522838e+00  1.7591546e+00
 -2.2540827e+00 -7.6353990e-02 -1.8907902e+00  3.7592511e+00
  3.4724936e+00  8.6625414e+00  4.4595318e+00  9.4540262e+00
  4.3880663e+00  5.1539087e+00  5.3025718e+00  2.8748455e+00
  4.3189111e+00  2.8175745e+00  1.8609869e+00  3.7272961e+00]",disgust
"[-438.10126      70.86101       8.227402     27.346655      5.9505734
   -2.4429224    -7.748137    -12.640837     -9.765857     -2.735142
   -6.611297     -3.8557389    -6.472015     -1.3853654    -2.7534728
   -4.7040477    -0.6724719    -0.72138566  -11.828404      2.0729644
   -5.1207557    -2.7651837    -2.0216515     0.5115107    -3.6550586
    3.1375852    -1.2207115     7.321033      2.4353213     6.1939406
    1.132458      5.0180774     2.7983353     2.3986688     3.3660278
    2.6189628     3.7352557     5.121062      6.7265        6.9005804 ]",disgust
"[-4.2505209e+02  7.2985352e+01  2.6355808e+00  2.0418978e+01
 -4.5119081e+00 -6.4317503e+00 -1.1857862e+01 -1.1763870e+01
 -4.6613717e+00 -6.9408364e+00 -6.0083847e+00  6.9411292e+00
 -1.0760613e+01  2.6393132e+00 -3.5954776e+00 -3.9821637e+00
  1.7200590e+00 -3.6121318e+00 -4.2475982e+00  6.0288113e-01
 -8.1991749e+00 -1.4572529e+00 -5.0107064e+00  3.8546929e+00
 -9.8832184e-01  1.4214960e+00  4.0369055e-01  1.3323678e+00
  2.3770182e-01  5.8494492e+00  2.5770465e-01  7.5953856e+00
  2.4705865e+00  4.7594366e+00  4.9475784e+00  1.3567545e+00
  3.7992613e+00  2.1066877e-01  1.7368532e+00  2.3530133e+00]",disgust
"[-4.0118753e+02  5.9170746e+01 -9.4063395e-01  1.8338577e+01
 -6.3468351e+00 -6.3247805e+00 -6.2195358e+00 -1.2870370e+01
 -9.2281618e+00 -2.3949909e+00 -1.0323332e+01  4.7055306e+00
 -7.7704496e+00 -1.8409406e-01 -2.6731741e+00 -6.7639251e+00
 -3.5779774e-01  2.4758904e-01 -7.3920836e+00 -1.7872307e+00
 -4.9991765e+00 -2.3495274e+00 -6.0644999e+00  4.3648992e+00
 -3.5734355e+00  2.0754514e+00 -1.5538281e+00  2.5442278e+00
  1.4872462e+00  4.8164048e+00  1.2805252e+00  6.1032825e+00
  2.6350172e+00  3.0815496e+00  4.6869020e+00  2.5060358e+00
  3.0266364e+00  4.0386572e+00  1.7319394e+00  5.4413614e+00]",disgust
"[-4.2038034e+02  6.8242195e+01  6.3888793e+00  1.4757655e+01
 -8.3517447e+00 -5.0849748e+00 -7.2231464e+00 -5.5321589e+00
 -7.8975105e+00 -1.5333328e+00 -1.0065066e+01  4.1966672e+00
  2.5144774e-01  1.9158347e+00 -2.0864897e+00 -4.9105477e+00
 -2.9027898e+00  3.1647885e+00 -4.7419696e+00  7.7941120e-02
  5.2354765e-01  7.8346141e-02 -2.5015004e+00  4.7610183e+00
 -8.9988172e-02  5.3615651e+00  2.3827028e+00  6.2926345e+00
  1.0879985e+00  3.0276029e+00 -4.5349879e+00  4.5009136e+00
  8.7497461e-01  2.7526565e+00  3.0291059e+00  2.4821534e+00
  3.3993607e+00  3.8328259e+00  3.5541415e+00  4.3461022e+00]",disgust
"[-4.2879874e+02  9.0418381e+01 -3.3241916e+00  1.7292273e+01
 -1.2161112e+01 -2.3785639e+00 -3.0975640e+00 -1.9867691e+01
 -5.9290333e+00  1.4979670e+00 -1.0908433e+01  2.0160684e-01
 -4.8864341e+00 -9.4546229e-01 -3.0831292e+00 -2.8122537e+00
  2.5767097e-01 -6.7354646e+00 -3.6236742e+00 -2.2244241e+00
 -6.0110378e+00 -8.6474389e-01 -7.0678816e+00  3.6476293e+00
 -3.6265347e+00  4.2921984e-01 -2.3934228e+00 -1.2350218e-01
  2.0433855e+00  4.8201318e+00  2.7944982e+00  8.4672012e+00
  5.1508274e+00  6.1092043e+00  6.9083700e+00  3.6317933e+00
  4.7282281e+00  4.0275407e+00  3.1336195e+00  5.1122708e+00]",disgust
"[-395.29565      61.692184    -10.211616     11.669949     -8.125355
    1.029548     -7.083887    -12.588712     -7.3415856    -2.1979735
   -3.2844183     5.908392     -2.6540911     3.0134635    -2.810105
   -6.4113774     1.2298226    -2.0244029    -0.70663124   -0.8958144
    2.9162416     1.0303988    -2.5582728     2.8526685    -2.894101
    1.3741429     1.1627297     5.0037        1.63826       3.9606605
   -1.6549692     5.328873      1.3490286     2.9595275     2.4344068
    0.9502794     2.5545697     1.9506267     1.9822389     6.9314923 ]",disgust
"[-3.90662079e+02  6.33891106e+01 -6.62498903e+00  8.17446709e+00
 -1.47473755e+01 -1.13294494e+00 -8.11974525e+00 -8.31462383e+00
 -1.07742996e+01  2.36624765e+00 -1.07627296e+01  6.01210213e+00
 -9.91670513e+00  2.59416509e+00 -4.94482517e+00 -5.50417328e+00
  4.91576381e-02 -1.01860166e+00 -2.08563471e+00 -2.79715925e-01
  2.11461574e-01 -4.67190266e+00 -2.10935664e+00  2.73713231e+00
 -2.28507447e+00  3.52370429e+00  1.11639988e+00  2.55726242e+00
 -1.34040380e+00  1.96055245e+00 -1.22878993e+00  3.14405513e+00
  1.65081418e+00  3.77101564e+00  5.51194239e+00  5.60152292e+00
  4.47809935e+00  5.02473307e+00  3.15403414e+00  6.42569494e+00]",disgust
"[-4.1869666e+02  9.5077278e+01  6.0516844e+00  2.7714329e+00
 -3.5107868e+00  1.1484540e+01 -1.0247456e+01 -2.3224728e+01
 -3.6127660e+00  1.5926582e+00 -9.8705969e+00  1.5334659e+00
 -7.5975218e+00  1.0760199e+00 -1.0768646e+00 -8.1881685e+00
 -2.3232888e-02 -7.6423424e-01 -5.1879029e+00  1.5306597e+00
 -2.7257326e+00  1.4723024e-01 -4.0993748e+00  2.1910107e+00
 -1.5869071e+00  2.9951062e+00  3.1881693e-01  1.5038567e+00
  4.2760077e-01  1.0543213e+00 -1.3083758e+00  4.7200332e+00
  1.9207238e+00  3.2165427e+00  4.1419616e+00  3.4473107e+00
  4.4714618e+00  5.2633433e+00  4.3089428e+00  5.1614590e+00]",disgust
"[-3.9758295e+02  7.6953407e+01 -1.6886156e+01  1.0332538e+01
 -1.1905188e+01  2.5777910e+00 -5.9623251e+00 -1.3443414e+01
 -7.6394095e+00  3.0976753e+00 -1.0080771e+01  1.1971029e+00
 -6.1476130e+00 -6.2146378e-01  2.8001019e-01 -5.6654181e+00
 -1.7555046e+00  1.0876111e+00 -7.1084032e+00  1.5745047e+00
 -4.3989220e+00 -4.5843349e+00 -1.7543343e+00 -2.0051585e-01
 -2.1775501e+00  2.3784962e+00 -1.3872160e+00  3.5057428e+00
  3.1809666e+00  6.5353980e+00  3.2354143e+00  9.1480885e+00
  2.5715473e+00  2.9157059e+00  2.1549525e+00 -5.5846488e-01
  2.9221857e+00  1.8434582e+00  2.8163412e+00  3.0862796e+00]",disgust
"[-3.7328009e+02  8.9444641e+01 -1.1991824e+01  8.5906277e+00
 -2.1544275e+01  5.8505881e-01  4.9028838e-01 -2.3016687e+01
 -6.7532558e+00 -2.6600502e+00 -1.3983140e+01  4.3476915e+00
 -6.6284981e+00  7.1549195e-01 -7.6912441e+00 -4.0410142e+00
 -2.7974266e-01 -5.5714107e+00  7.4660051e-01 -4.7666469e+00
 -6.1012907e+00 -6.2419838e-01 -6.4528265e+00  1.5989305e+00
 -9.1191977e-01 -1.6417875e+00 -1.5173328e+00  1.2132082e+00
  4.1997597e-01  5.2818327e+00  4.5219964e-01  6.7051668e+00
  2.1664481e+00  2.0133834e+00  2.9952259e+00  2.8818753e+00
  4.3616261e+00  5.2612453e+00  2.8825390e+00  3.2853091e+00]",disgust
"[-4.1739148e+02  6.7819130e+01 -1.9880699e+00  3.0055462e+01
 -6.3774524e+00 -3.2182600e+00 -6.1154528e+00 -1.5372120e+01
 -8.3087578e+00 -7.9462275e-02 -1.0834745e+01  3.7229934e+00
 -1.0505871e+01 -3.6543033e-01  6.3298458e-01 -4.1030030e+00
  3.1980550e-01 -4.2550392e+00 -6.9886513e+00 -7.5849015e-01
 -8.1913357e+00 -1.3456743e+00 -6.4166393e+00  9.0360731e-01
 -3.0055504e+00  4.8910072e-01 -5.3677144e+00  3.9717712e+00
  1.1786102e+00  8.5330048e+00  5.0306687e+00  9.0980349e+00
  4.0698156e+00  3.9626515e+00  2.8109336e+00  3.1035236e-01
  4.2138529e+00  4.8069077e+00  4.9359984e+00  4.7642860e+00]",disgust
"[-4.04802338e+02  5.78496590e+01 -4.89163971e+00  1.06868725e+01
 -1.58798590e+01  5.61990261e+00 -7.45936441e+00 -1.05892134e+01
 -4.42824554e+00  3.23549360e-01 -5.19591618e+00  2.81684923e+00
 -7.76435471e+00  4.38900375e+00 -2.53496695e+00 -4.79794979e+00
  6.71738088e-01 -1.25030386e+00 -4.75702000e+00  2.70269394e+00
 -6.80024815e+00 -1.51396906e+00  8.00212026e-01  3.80624390e+00
  8.60580266e-01  3.13185000e+00 -1.09599066e+00  3.25054145e+00
  2.65729070e-01  6.69995975e+00  1.00620544e+00  6.32873678e+00
  4.43018246e+00  4.91122389e+00  4.00722599e+00  1.53440464e+00
  1.18946350e+00  1.92219877e+00  5.15867054e-01  1.42074871e+00]",disgust
"[-4.3535577e+02  5.3625610e+01  4.2587767e+00  3.0504595e+01
 -4.5032873e+00 -1.4746784e+00 -6.5414553e+00 -1.2280316e+01
 -6.1412954e+00 -3.2639225e+00 -8.3012304e+00  3.8153758e+00
 -8.5687647e+00 -3.0357137e+00 -3.1531817e-01 -5.5952106e+00
  1.2922671e+00 -2.4143257e+00 -9.9078979e+00  1.2046727e+00
 -7.4011779e+00 -3.1501281e+00 -2.8542008e+00  6.4999449e-01
 -6.5598083e-01 -2.9000527e-01 -3.0443690e+00  4.1496396e+00
  1.5125430e+00  8.2168722e+00  4.7254400e+00  5.8159003e+00
  1.8469940e+00  1.5975887e+00  4.0885954e+00  2.3076656e+00
  4.1227827e+00  4.7496729e+00  2.8329616e+00  3.4615824e+00]",disgust
"[-3.6972379e+02  7.2819466e+01 -1.4498348e+01  9.2259150e+00
 -1.0489684e+01 -1.2624693e+00 -1.6981100e+01 -2.2411392e+01
 -3.3500161e+00 -3.4120983e-01 -9.9128208e+00  4.3758421e+00
 -6.6098714e+00 -4.0092206e+00  2.7867434e+00 -7.7256565e+00
 -3.6681223e+00  2.3457150e+00 -7.2182751e+00  2.9387546e+00
 -4.3927441e+00 -2.3190479e+00 -2.4949861e+00  2.4346454e-01
 -2.5727062e+00  1.8783255e+00 -1.4723183e+00  6.4325600e+00
 -6.2734789e-01  4.7816224e+00 -4.5348212e-01  2.4432371e+00
 -2.7794486e-01 -1.6996701e-01  9.8530871e-01  1.3098179e+00
  3.5875051e+00  3.6935213e+00  2.4702311e+00  4.3272686e+00]",disgust
"[-3.97695526e+02  6.87522202e+01  2.79034829e+00  1.00088625e+01
 -8.30354881e+00  2.69782090e+00 -8.97594547e+00 -4.07254791e+00
 -8.37016201e+00  9.25393477e-02 -3.24984860e+00 -1.90597266e-01
  5.71613789e-01 -1.50464213e+00 -6.03264189e+00 -3.22924590e+00
 -1.28356051e+00  1.46013951e+00 -7.29547930e+00 -3.21852922e+00
 -3.08303475e+00 -1.81166458e+00 -1.12086058e+00  5.59614325e+00
 -2.37524915e+00  1.60187185e+00 -1.26914549e+00  4.14434099e+00
  2.56039596e+00  5.69054604e+00  4.40988719e-01  2.13343954e+00
  1.92643368e+00  1.71960235e+00  2.56152344e+00  1.74107623e+00
  4.77757990e-01  1.18197668e+00  4.50715870e-01  2.13865542e+00]",disgust
"[-4.0161124e+02  3.9400791e+01 -7.2635760e+00  1.6583830e+01
 -1.3192856e+01  6.1144462e+00 -1.1172294e+01 -7.0014558e+00
 -8.3488894e+00  3.3037207e+00 -9.2529821e+00 -6.7569363e-01
 -5.7474074e+00  1.9927486e+00 -5.7057297e-01 -5.3651929e+00
 -2.0978935e+00  2.2315772e+00 -7.1548529e+00  1.5515423e+00
 -2.4006960e+00 -1.9359422e-01  5.6372291e-01  1.9787594e+00
 -1.2424585e+00  1.3592780e+00 -8.7339389e-01  4.3852925e+00
  1.2960638e+00  6.4173965e+00  3.1722410e+00  4.9330549e+00
  2.3905356e+00  1.1465182e+00  1.9168668e+00  5.7369828e-01
  3.1356118e+00  3.0156024e+00  7.8016859e-01  1.4800463e+00]",disgust
"[-4.3691443e+02  4.9774666e+01 -6.3383894e+00  1.7643797e+01
 -5.2607751e+00  2.0478461e+00 -1.1536146e+01 -4.6640897e+00
 -2.8949084e+00  1.4178815e+00 -8.0163584e+00  5.0062361e+00
 -3.4865255e+00 -2.6850753e+00  1.4696500e+00 -6.1145272e+00
 -1.8202655e+00  3.2553649e+00 -8.1802187e+00  1.3775837e+00
 -5.6575522e+00 -1.3166404e-01 -2.2349403e+00  2.5985336e+00
  7.8162444e-01  3.7318678e+00 -1.7616066e+00  3.0119238e+00
  5.3260541e-01  6.2885447e+00  5.7758398e+00  7.9730167e+00
  4.0246730e+00  3.5483615e+00  4.1411004e+00  2.6665971e+00
  4.3134098e+00  3.3686795e+00  2.7172458e+00  3.4516308e+00]",disgust
"[-4.34007599e+02  3.85711365e+01  1.11513882e+01  4.32164307e+01
 -6.99135494e+00 -2.97117448e+00 -7.71599340e+00 -1.01441450e+01
 -1.20200977e+01 -5.59418726e+00 -7.38363886e+00  3.14326668e+00
 -6.35913706e+00  3.86600554e-01  8.37393463e-01 -5.91927624e+00
  1.76953030e+00 -1.98889136e+00 -9.44892406e+00  3.10187364e+00
 -6.75320530e+00  2.07253933e-01 -1.15653075e-01  3.04896426e+00
 -5.62032998e-01  2.76785225e-01 -1.97164834e+00  5.21543026e+00
 -6.73369318e-02  7.74939775e+00  3.00423026e+00  6.57738018e+00
  5.68018246e+00  5.65113068e+00  4.87898731e+00  5.28729618e-01
  2.90947229e-01  1.69110167e+00  3.05505693e-01  1.54679143e+00]",disgust
"[-4.1752731e+02  3.9365250e+01 -4.4593108e-01  3.8559757e+01
 -1.3806802e+01 -3.4272885e+00 -6.7065468e+00 -1.2676655e+01
 -9.7516527e+00 -5.1068006e+00 -7.7123375e+00  8.9057093e+00
 -7.4610844e+00  4.7928482e-01  6.5704030e-01 -6.7734432e+00
 -2.0401039e+00  2.1983352e+00 -7.6225905e+00  3.3690560e+00
 -3.9804447e+00 -1.6041920e+00 -3.4495099e+00 -2.7760988e-01
 -3.1715312e+00  2.2498558e+00 -1.9510256e+00  7.8072090e+00
  9.5314276e-01  6.6862960e+00  1.3124429e+00  3.9848382e+00
  2.0173612e+00  1.3753456e+00  3.7784631e+00  2.5802853e+00
  2.8177443e+00  2.5404601e+00  2.0611155e+00  2.8219020e+00]",disgust
"[-3.84172150e+02  4.03943939e+01  1.69106674e+01  1.79110680e+01
 -8.05912781e+00 -4.11545849e+00 -9.96693802e+00 -8.03279114e+00
 -1.04811630e+01 -1.95673704e+00 -7.43294907e+00  5.42703772e+00
 -2.69568658e+00  5.25268674e-01  4.43431705e-01 -3.70814705e+00
 -1.89685810e+00  3.06981039e+00 -6.19924021e+00  2.13077855e+00
 -1.76093888e+00  1.15356779e+00 -7.96864033e-01  5.13836861e+00
  5.44684291e-01  2.52891874e+00  9.81246158e-02  2.69920850e+00
 -1.15602577e+00  8.75313431e-02 -8.17421436e-01  3.93300104e+00
  2.35605025e+00  2.11799479e+00 -4.79460835e-01  3.10395885e+00
  1.03986788e+00  1.60459840e+00  1.20235495e-01  3.35365152e+00]",disgust
"[-4.1417480e+02  8.3774208e+01  6.0532889e+00  2.1471819e+01
 -2.0958040e+01 -1.2299324e+00 -3.3790374e+00 -1.6890663e+01
 -3.2875407e+00 -2.1963847e+00 -9.9360275e+00  1.1677703e+00
 -6.4441304e+00  2.1295581e+00 -6.8182445e-01 -3.1263273e+00
  1.1748242e+00 -3.9637308e+00 -5.4632545e+00 -2.5396984e+00
 -5.4362278e+00 -7.2859108e-01 -1.7328997e+00  5.1743369e+00
 -5.3264882e-02  4.5933318e+00  8.3328986e-01  5.8038049e+00
  4.1772151e+00  7.6385279e+00  5.1198120e+00  5.7339654e+00
  2.8942227e+00  1.5618286e+00  1.3098642e+00  4.4357529e-01
  5.9030461e-01  1.7928736e+00 -5.0929093e-01 -8.0188893e-02]",disgust
"[-4.0214688e+02  7.7720222e+01 -1.3810802e+01  4.0610218e+00
 -1.1273073e+01  3.6779649e+00 -9.1715822e+00 -1.5628519e+01
 -6.3863201e+00 -1.3699478e+00 -8.4953480e+00  1.0562862e+00
 -9.4157763e+00 -6.4416111e-01 -6.1255646e-01 -5.8484588e+00
 -3.0500531e+00  9.3275972e-02 -4.9983969e+00 -5.2534379e-02
 -4.4328719e-01 -4.0747933e+00 -2.7286303e+00  7.7813989e-01
 -4.3074489e+00  1.5224825e+00 -2.2108490e+00  4.5462232e+00
  6.2899250e-01  4.5354896e+00  1.6311160e+00  3.0052047e+00
  8.2331903e-02  1.5238608e+00  3.2766948e+00  3.9506645e+00
  4.8654056e+00  3.6470075e+00  3.9212964e+00  5.7043128e+00]",disgust
"[-4.2938940e+02  5.4535873e+01  1.1364524e+00  3.5050701e+01
 -6.2178226e+00 -6.5745368e+00 -8.7603197e+00 -1.5019511e+01
 -6.8160019e+00 -1.1076243e+01 -7.6342049e+00  6.9699335e+00
 -7.9982829e+00  2.1178451e+00 -1.1574881e+00 -5.7357640e+00
  3.6644490e+00 -1.3523726e+00 -1.0072978e+01  2.7299755e+00
 -8.3424540e+00  6.3395971e-01 -2.5476305e+00  1.3369609e+00
 -6.1256862e-01 -4.2309657e-01 -2.1064022e+00  3.3406584e+00
 -1.0195864e+00  6.1246114e+00  1.5134813e+00  5.8328867e+00
  4.0500436e+00  3.6273520e+00  4.2628412e+00  2.5477519e+00
  2.5512435e+00  3.3478563e+00  1.3485687e+00  2.2753911e+00]",disgust
"[-3.9758734e+02  6.9825706e+01 -7.1006942e+00  2.1050230e+01
 -3.3006124e+00 -4.2907567e+00 -1.5681522e+01 -1.3152366e+01
 -4.9741187e+00  2.1319711e+00 -1.2670445e+01  3.2141275e+00
 -4.5009604e+00 -1.6821055e+00 -2.8771019e+00 -1.1442325e+01
  1.2511921e+00 -2.8310742e+00 -8.0903358e+00  2.2342374e+00
 -3.1183841e+00 -1.3961651e+00 -1.3868605e+00  1.0951035e+00
 -3.7648125e+00 -3.8159174e-01 -2.2734692e+00 -2.7173668e-01
  1.3891100e+00  2.5198328e+00  1.0176244e+00  4.0248404e+00
  2.2872407e+00  2.4290316e+00  1.1600701e+00  3.0534160e+00
  5.8451838e+00  6.2118793e+00  2.6695611e+00  5.7191777e+00]",disgust
"[-4.1907001e+02  5.0881935e+01  1.7634494e+00  4.7500010e+00
 -3.4062836e+00 -4.6465281e-01 -1.4549736e+01 -4.7126575e+00
 -9.4461708e+00  4.7358961e+00 -8.9751692e+00 -4.1412616e-01
 -3.9071755e+00 -1.2058110e+00 -7.6410532e-01 -5.5740352e+00
  3.8425037e-01  4.1116543e+00 -4.1077051e+00  3.6378200e+00
 -7.8287321e-01 -3.0256503e+00 -2.8629106e-01  2.3840101e+00
  2.2359893e+00  4.8597355e+00 -1.8809115e+00  1.5213450e+00
 -2.2869399e-01  2.2224672e+00  3.2454727e+00  1.2134626e+00
  4.6193105e-01  1.9179749e+00  2.7265301e+00  6.5057268e+00
  3.6150382e+00  3.5999119e+00  1.1453424e+00  2.0776682e+00]",disgust
"[-4.3799194e+02  5.7547291e+01  6.5032983e+00  3.9374397e+01
  3.1370749e+00 -4.6957865e+00 -3.6419997e+00 -1.3266911e+01
 -9.5309906e+00 -3.6959729e+00 -9.2667427e+00 -1.0798408e-01
 -6.7890568e+00  1.7330182e+00 -1.6664983e-01 -7.5083456e+00
  1.3721050e+00 -1.7077156e+00 -5.7052941e+00  2.0481305e+00
 -3.6910729e+00  1.8225993e+00 -7.4935538e-01  3.1307790e+00
 -3.1940846e+00 -1.9477935e+00 -2.2327924e+00  3.7623439e+00
  3.7301855e+00  7.6998920e+00  1.2150419e+00  3.4853849e+00
 -2.3740967e-01  9.6645695e-01  3.3766065e+00  2.2202437e+00
  3.2128141e+00  5.1129570e+00  3.1876510e-01  1.0779434e+00]",disgust
"[-4.2004059e+02  7.2541252e+01  5.4816542e+00  6.5213962e+00
 -3.4117992e+00  7.2117192e-01 -8.3740025e+00 -1.1785487e+01
 -1.0474267e+01  5.2877994e+00 -9.9193850e+00  3.1009054e-01
 -5.4311295e+00 -4.9918680e+00 -1.2709109e-01 -5.5584326e+00
  1.4609349e+00  1.0352548e+00 -1.2169446e+00  2.6009564e+00
 -7.8324318e-02 -2.2639725e+00 -3.7111413e+00  1.9902924e+00
  1.5743004e-01  3.4623103e+00 -2.6231074e+00 -8.6250156e-01
 -6.9949502e-01  2.8253994e+00  1.4894140e+00  9.1680896e-01
 -1.1358469e-01  2.8916512e+00  7.4107294e+00  9.0532885e+00
  6.1460834e+00  5.1849065e+00  1.7897440e+00  2.7842832e+00]",disgust
"[-4.5014581e+02  6.6257393e+01 -4.4202603e-02  2.1936106e+01
 -3.8584974e+00  2.1216607e-01 -7.8653212e+00 -1.0474154e+01
 -3.1572905e+00  3.1635961e-01 -5.4968572e+00  6.3362122e+00
 -3.4970591e+00  1.4942087e-01  4.5819288e-01 -6.5302963e+00
 -3.2116735e-01  5.5159944e-01 -6.6672173e+00  1.4335340e+00
 -1.7520243e+00 -1.5700468e-01  5.7763672e-01  4.1853743e+00
 -1.9876685e+00  7.5806570e-01 -4.5045176e+00  2.9477274e+00
  1.0486681e+00  7.9900427e+00  3.7297974e+00  5.3598342e+00
  3.5500443e+00  2.6906872e+00  3.9591746e+00  3.5362923e+00
  4.7041349e+00  5.7990561e+00  4.2982841e+00  2.8073106e+00]",disgust
"[-4.31289673e+02  4.89678917e+01 -1.99026048e+00  3.08448658e+01
 -9.36545372e+00  2.08913088e-01 -1.18025284e+01 -1.09012613e+01
 -5.87824297e+00  1.08491254e+00 -1.06450405e+01  7.72540665e+00
 -2.86697364e+00  1.29139856e-01  2.10879326e+00 -5.81353331e+00
  2.29682422e+00 -6.54103637e-01 -7.30953407e+00  3.27746224e+00
 -5.11818457e+00 -7.13968873e-02 -9.16395485e-01  3.87284541e+00
 -1.48643458e+00  1.81366718e+00 -1.75806534e+00  2.19495106e+00
  1.42619777e+00  4.38541222e+00  3.31933069e+00  5.13283873e+00
  3.32472062e+00  4.50019121e+00  4.01134777e+00  2.33893466e+00
  2.83427048e+00  1.72023201e+00  1.12346625e+00  8.38189363e-01]",disgust
"[-4.2814462e+02  5.8350014e+01 -4.9449272e+00  2.0654285e+01
 -2.1025209e+01  5.6136107e+00 -7.0583482e+00 -1.3039723e+01
 -5.7220216e+00  1.3093436e+00 -7.9646792e+00  1.7286415e+00
 -5.8612347e+00  2.0230861e+00 -1.2929050e+00 -4.1818309e+00
  2.7749047e-01  7.4908388e-01 -4.4785638e+00  8.6384296e-01
 -2.7444899e+00 -9.6473527e-01  2.0567553e-01  3.3441496e+00
 -7.7093452e-01  2.7467792e+00 -1.4433812e-01  3.8271122e+00
  1.3273492e+00  6.1185417e+00  1.8547629e+00  3.0074353e+00
  9.9850535e-01  1.8082508e+00  1.0092510e+00  6.3672626e-01
  1.9341382e+00  3.1648362e+00  2.7902589e+00  2.3779922e+00]",disgust
"[-4.2852362e+02  7.7988503e+01 -2.8038285e+00  1.1410806e+01
 -1.6458427e+01  3.0951347e+00 -5.4882612e+00 -1.4598106e+01
 -8.6220522e+00 -2.6036441e+00 -8.8740616e+00  1.6554089e+00
 -7.5680833e+00 -2.8668168e+00 -1.9428455e-03 -7.3040595e+00
  1.9014035e+00 -1.3164331e+00 -6.8181877e+00 -1.2070540e+00
 -3.9665163e+00 -1.3215085e+00 -8.6779112e-01  2.8975198e+00
 -1.6611294e+00  2.9367135e+00 -7.6624006e-01  5.6089211e+00
  3.6674354e+00  8.7018414e+00  4.5332484e+00  6.0347290e+00
  5.5426440e+00  3.4084311e+00  5.2743783e+00  4.5079598e+00
  3.9398613e+00  4.8103552e+00  4.1988218e-01  1.6278083e+00]",disgust
"[-4.4118478e+02  8.4079185e+01  8.4507875e+00  1.0854393e+01
 -2.3001822e+01 -2.7793300e+00 -4.8168359e+00 -1.2258063e+01
 -5.7568870e+00 -1.2247454e-01 -8.7220926e+00 -2.5762153e-01
 -6.7029762e+00  1.3298757e+00 -4.3902607e+00 -4.7696776e+00
  2.1283212e+00 -4.6607938e+00 -3.8404346e+00  8.0761623e-01
 -4.6207504e+00  5.6482482e-01  2.5560209e-01  5.6862621e+00
 -1.4700886e+00  7.7045608e-01 -2.0990117e+00  1.4344636e+00
  5.1090679e+00  9.1611805e+00  4.1703877e+00  5.1345510e+00
  2.0252590e+00  1.3594635e+00  4.1148229e+00  2.2837825e+00
  3.6849442e+00  2.4834583e+00  1.8656588e+00  4.4228512e-01]",disgust
